epoch loss mse_score_complex ssim_score_complex val_loss val_mse_score_complex val_ssim_score_complex
18 0.17349544167518616 0.001918541849590838 0.826521098613739 0.1737402081489563 0.0018792366608977318 0.8262502551078796
19 0.1718871146440506 0.0018810277106240392 0.8280923962593079 0.19888582825660706 0.0023126176092773676 0.8011026382446289
20 0.17158055305480957 0.001880126423202455 0.8284051418304443 0.3677223324775696 0.004743281286209822 0.6323124766349792
21 0.1702979952096939 0.0018408781616017222 0.8297059535980225 0.1761905550956726 0.0018896225374192 0.8238411545753479
22 0.16846634447574615 0.0018046633340418339 0.8315250873565674 0.17341269552707672 0.0018212194554507732 0.8266104459762573
23 0.1677430123090744 0.001793227973394096 0.8322314620018005 0.21810902655124664 0.0026632596272975206 0.7818564176559448
24 0.1673780083656311 0.0017807594267651439 0.832604169845581 0.17075982689857483 0.001768765621818602 0.8292133808135986
25 0.16593843698501587 0.0017493359046056867 0.8340546488761902 0.178749218583107 0.0019201108952984214 0.8212534785270691
26 0.16523976624011993 0.0017357481410726905 0.8347638249397278 0.1764661967754364 0.0018693021265789866 0.8235301971435547
27 0.16497693955898285 0.0017288199160248041 0.835007905960083 0.1663871854543686 0.0017250839155167341 0.8336367607116699
28 0.16405750811100006 0.0017310578841716051 0.8358327746391296 0.16585472226142883 0.0017256170976907015 0.8341107964515686
29 0.16364003717899323 0.001704733120277524 0.8363398313522339 0.16700240969657898 0.0017187666380777955 0.8330163955688477
30 0.16313301026821136 0.0016931098653003573 0.8368530869483948 0.16410616040229797 0.001692060031928122 0.8358768224716187
31 0.16259589791297913 0.0016823303885757923 0.8373900651931763 0.17921388149261475 0.0019285149173811078 0.8207474946975708
32 0.16219761967658997 0.0016747837653383613 0.8378011584281921 0.16413289308547974 0.001676758867688477 0.835854172706604
33 0.1618323028087616 0.0016684684669598937 0.8381711840629578 0.1643259972333908 0.0016694603255018592 0.8356676697731018
34 0.16148240864276886 0.001661090413108468 0.8385220170021057 0.16593685746192932 0.001681252964772284 0.8340870141983032
35 0.16115935146808624 0.0016552932793274522 0.8388489484786987 0.1651889979839325 0.0016790825175121427 0.8348272442817688
36 0.16086137294769287 0.0016500659985467792 0.8391280770301819 0.16279907524585724 0.00165550725068897 0.8372223973274231
37 0.16060002148151398 0.0016447955276817083 0.8393937349319458 0.16228342056274414 0.0016487615648657084 0.8377357125282288
38 0.16036154329776764 0.0016409740783274174 0.8396229147911072 0.16193149983882904 0.0016243815189227462 0.8380424380302429
39 0.16010770201683044 0.001635393244214356 0.839896023273468 0.16212669014930725 0.0016568040009588003 0.8378778100013733
40 0.15989211201667786 0.0016320485156029463 0.8401021957397461 0.16208085417747498 0.0016401205211877823 0.8379398584365845
41 0.15968763828277588 0.0016288291662931442 0.8403085470199585 0.16112767159938812 0.0016320679569616914 0.838864266872406
42 0.15951794385910034 0.0016277265967801213 0.8404870629310608 0.16111253201961517 0.0016311946092173457 0.8388999104499817
43 0.1593293398618698 0.0016228505410254002 0.840682327747345 0.1610647290945053 0.0016400644090026617 0.8389455676078796
44 0.1591823250055313 0.0016209693858399987 0.8408066630363464 0.16156187653541565 0.0016267204191535711 0.8384047746658325
45 0.1590023934841156 0.001617270871065557 0.841012179851532 0.16079092025756836 0.00162778131198138 0.8391984701156616
46 0.15887683629989624 0.0016159103251993656 0.8411211967468262 0.1604977399110794 0.0016248590545728803 0.8395116329193115
47 0.15876415371894836 0.0016141467494890094 0.8412351608276367 0.16055162250995636 0.0016290645580738783 0.8394259214401245
48 0.15865133702754974 0.0016145651461556554 0.8413197994232178 0.160475492477417 0.0016266040038317442 0.8395458459854126
49 0.1585620492696762 0.0016123122768476605 0.841404378414154 0.1602475494146347 0.0016269284533336759 0.8397517204284668
50 0.15848439931869507 0.00161125254817307 0.8414906859397888 0.1602763682603836 0.0016287737525999546 0.8396968245506287
51 0.15836071968078613 0.0016071718418970704 0.8416500091552734 0.1601683348417282 0.0016270654741674662 0.8398634791374207
52 0.15829630196094513 0.0016066735843196511 0.8416985273361206 0.16027073562145233 0.0016240580007433891 0.8397449851036072
53 0.1582593023777008 0.0016095438040792942 0.8417313098907471 0.1600441336631775 0.001616840367205441 0.8399437665939331
54 0.15820454061031342 0.0016080390196293592 0.841792106628418 0.16016918420791626 0.001622313167899847 0.8398481011390686
55 0.15811572968959808 0.0016027855454012752 0.8418928980827332 0.1600448489189148 0.0016210853355005383 0.8399558067321777
56 0.15808932483196259 0.0016041388735175133 0.8419229388237 0.16003742814064026 0.0016173094045370817 0.8399858474731445
57 0.15803034603595734 0.0016029016114771366 0.8419473767280579 0.15996083617210388 0.001615742570720613 0.8400396704673767
58 0.15798312425613403 0.0016015666769817472 0.8419909477233887 0.15983246266841888 0.0016180298989638686 0.8401767015457153
59 0.15794111788272858 0.0016024558572098613 0.8420369029045105 0.1598813384771347 0.0016126231057569385 0.8401157259941101
60 0.15790653228759766 0.0016000393079593778 0.8421071767807007 0.15986087918281555 0.001617265515960753 0.8401492238044739
61 0.15785881876945496 0.0016014792490750551 0.8421163558959961 0.1597445011138916 0.0016178779769688845 0.840227484703064
62 0.15791133046150208 0.0016052823048084974 0.8420937061309814 0.15973936021327972 0.0016148650320246816 0.8402814269065857
63 0.15783444046974182 0.001599087961949408 0.8421627283096313 0.15976504981517792 0.0016127736307680607 0.8402553796768188
64 0.1578207165002823 0.001600853051058948 0.8421590924263 0.159776970744133 0.001613706350326538 0.8402257561683655
65 0.15781518816947937 0.0016020098701119423 0.8421863317489624 0.1597156673669815 0.0016162552637979388 0.840289831161499
66 0.15778975188732147 0.001598686445504427 0.842204749584198 0.15970081090927124 0.0016196367796510458 0.8402553796768188
67 0.1577785313129425 0.0015983318444341421 0.8422241806983948 0.15969055891036987 0.001614385866560042 0.8403525352478027
68 0.15775319933891296 0.0015976954018697143 0.8422425389289856 0.15967059135437012 0.0016213112976402044 0.8403093814849854
69 0.15773607790470123 0.0015993235865607858 0.8422537446022034 0.15962162613868713 0.0016135014593601227 0.8403847217559814
70 0.1577124148607254 0.0015971694374457002 0.8422822952270508 0.1596231609582901 0.0016156111378222704 0.8404144644737244
71 0.1577293425798416 0.001598260598257184 0.8422725796699524 0.15962931513786316 0.0016149959992617369 0.840371310710907
72 0.15771742165088654 0.0015978969167917967 0.8422790765762329 0.15964379906654358 0.001615710905753076 0.8403838276863098
73 0.1576905995607376 0.001597113674506545 0.8423030972480774 0.15963247418403625 0.001612511812709272 0.8403928875923157
74 0.15766842663288116 0.0015965584898367524 0.8423179388046265 0.15963232517242432 0.0016195777570828795 0.8403669595718384
75 0.15768983960151672 0.0015981468604877591 0.8423057794570923 0.15956412255764008 0.001615441287867725 0.8404216766357422
76 0.15767666697502136 0.0015963786281645298 0.8423200249671936 0.15961700677871704 0.0016149483853951097 0.8403696417808533
77 0.15769590437412262 0.0016000134637579322 0.8422731757164001 0.15956558287143707 0.0016150776064023376 0.8404573202133179
78 0.15765991806983948 0.0015963702462613583 0.8423166275024414 0.1595815271139145 0.001613982138223946 0.8404133915901184
79 0.15767091512680054 0.0015991940163075924 0.8423284888267517 0.15958327054977417 0.0016149419825524092 0.840385377407074
80 0.15765200555324554 0.0015956753632053733 0.8423435091972351 0.1596306711435318 0.0016162764513865113 0.8403570652008057
81 0.1576402485370636 0.0015959119191393256 0.8423461318016052 0.15959127247333527 0.0016177288489416242 0.8404422402381897
82 0.15764553844928741 0.0015979836462065578 0.8423418402671814 0.15956249833106995 0.0016119361389428377 0.8404675722122192
83 0.15768781304359436 0.0015996943693608046 0.8422882556915283 0.15961012244224548 0.001614195411093533 0.8404157757759094
84 0.15763020515441895 0.0015958219300955534 0.842353880405426 0.15957053005695343 0.0016150929732248187 0.8403807878494263
85 0.157652348279953 0.0015955795533955097 0.8423447608947754 0.15961779654026031 0.0016143468674272299 0.8403693437576294
86 0.15768499672412872 0.0016013886779546738 0.8423240184783936 0.1595923751592636 0.0016172589967027307 0.8404021859169006
87 0.15763330459594727 0.0015974490670487285 0.8423470854759216 0.15958617627620697 0.0016174716874957085 0.8404417037963867
88 0.15763640403747559 0.0015963426558300853 0.8423610925674438 0.15959881246089935 0.0016165697015821934 0.8403620719909668
89 0.15764093399047852 0.0016014238353818655 0.8422932624816895 0.15957804024219513 0.0016143854008987546 0.8404415249824524
90 0.15762656927108765 0.0015956726856529713 0.8423798084259033 0.15957118570804596 0.0016128546558320522 0.8404572606086731
91 0.157650887966156 0.001599293784238398 0.8423201441764832 0.15955780446529388 0.0016147114802151918 0.840454638004303
92 0.1575969010591507 0.0015948403161019087 0.8423910140991211 0.15957093238830566 0.0016126864356920123 0.8404291868209839
93 0.15760794281959534 0.0015967420767992735 0.8423948884010315 0.15951581299304962 0.0016161814564839005 0.8404926657676697
94 0.1576072871685028 0.001595004228875041 0.8423869013786316 0.15957628190517426 0.0016134923789650202 0.8404493927955627
95 0.15760816633701324 0.001595069537870586 0.8424041271209717 0.15954414010047913 0.0016162513056769967 0.8404355645179749
96 0.15760979056358337 0.0015952488174661994 0.8423867225646973 0.15956906974315643 0.0016104213427752256 0.8404584527015686
97 0.15760649740695953 0.001594863715581596 0.842402458190918 0.15952084958553314 0.001616450841538608 0.8404760360717773
98 0.15759173035621643 0.0015950622037053108 0.8424116373062134 0.15952487289905548 0.0016182734398171306 0.8404644131660461
99 0.1576039344072342 0.0015949896769598126 0.8424040675163269 0.15951156616210938 0.0016138112405315042 0.8404892683029175
