epoch loss mse_score_complex ssim_score_complex val_loss val_mse_score_complex val_ssim_score_complex
45 0.0814155861735344 0.0005915645742788911 0.9185643792152405 0.08181843161582947 0.0005932454951107502 0.9181802868843079
46 0.0813673660159111 0.0005911281332373619 0.9186012744903564 0.08207383006811142 0.0005969612975604832 0.9179211258888245
47 0.0813494399189949 0.0005909354658797383 0.9186360239982605 0.08180011063814163 0.0005898617091588676 0.9181955456733704
48 0.08126907050609589 0.0005898326635360718 0.9187188148498535 0.08203501999378204 0.0005945891607552767 0.9179569482803345
49 0.08125781267881393 0.0005893140914849937 0.9187480807304382 0.08165955543518066 0.0005897764931432903 0.9183321595191956
50 0.08122213929891586 0.0005889527965337038 0.918772280216217 0.08154994994401932 0.0005885425489395857 0.9184547066688538
51 0.0811798945069313 0.0005885655409656465 0.91881263256073 0.08157719671726227 0.0005909569445066154 0.9184209108352661
52 0.08116459101438522 0.0005882068653590977 0.9188273549079895 0.08194693922996521 0.0005933523643761873 0.9180622696876526
53 0.08112261444330215 0.0005875819479115307 0.9188711643218994 0.08172710984945297 0.0005915290676057339 0.9182801842689514
54 0.0811096578836441 0.0005877002258785069 0.9188840985298157 0.08151786029338837 0.0005885801510885358 0.9184854030609131
55 0.08108474314212799 0.000587271002586931 0.9189170598983765 0.08163465559482574 0.0005906057194806635 0.9183630347251892
56 0.08107133954763412 0.000587046321015805 0.9189221262931824 0.08163724094629288 0.0005896029178984463 0.9183632135391235
57 0.08104514330625534 0.0005865322891622782 0.9189670085906982 0.08163085579872131 0.0005892901681363583 0.9183667302131653
58 0.08103201538324356 0.0005865280400030315 0.9189761877059937 0.08151622861623764 0.0005886931903660297 0.9184883832931519
59 0.08102888613939285 0.0005863902624696493 0.9189751744270325 0.08150980621576309 0.0005884317797608674 0.9184935688972473
60 0.08100415021181107 0.0005864189588464797 0.9189860820770264 0.08162187784910202 0.0005898609524592757 0.9183789491653442
61 0.08098819106817245 0.0005863577825948596 0.918973445892334 0.08159086108207703 0.0005908557795919478 0.9184033870697021
62 0.08098454773426056 0.0005858709919266403 0.9190137982368469 0.08157315105199814 0.0005893497727811337 0.9184145331382751
63 0.08096930384635925 0.0005856712814420462 0.9190386533737183 0.08150004595518112 0.00058834592346102 0.9185054302215576
64 0.08097118139266968 0.000585961970500648 0.9190192818641663 0.08156301826238632 0.0005894541391171515 0.9184263348579407
65 0.08095698058605194 0.0005854781484231353 0.9190524816513062 0.08141766488552094 0.0005879531381651759 0.9185889959335327
66 0.08095205575227737 0.0005857764044776559 0.9190340638160706 0.0814933106303215 0.0005885824211873114 0.9185100197792053
67 0.0809350311756134 0.0005856245988979936 0.9190574884414673 0.08140338212251663 0.0005877981311641634 0.9185987710952759
68 0.08093931525945663 0.000585378089454025 0.9190554022789001 0.08151799440383911 0.0005891795153729618 0.9184820652008057
69 0.08093611896038055 0.0005854473565705121 0.919072151184082 0.08138855546712875 0.0005873087211512029 0.9186188578605652
70 0.08093427866697311 0.0005852669128216803 0.9190757274627686 0.08147226274013519 0.000588267866987735 0.9185230135917664
71 0.0809042826294899 0.000585117086302489 0.9190959334373474 0.08144907653331757 0.0005883555859327316 0.91854327917099
72 0.08091755211353302 0.0005850285524502397 0.9190959334373474 0.08143427968025208 0.0005879873060621321 0.9185667037963867
73 0.08090680837631226 0.0005849675508216023 0.91910320520401 0.08145944774150848 0.0005887335282750428 0.9185441136360168
74 0.0809357762336731 0.000585629022680223 0.9190449714660645 0.08152055740356445 0.0005884410347789526 0.918482780456543
75 0.08089854568243027 0.0005849669105373323 0.9190908670425415 0.08143714815378189 0.0005881445249542594 0.9185604453086853
76 0.08090236037969589 0.0005850643501617014 0.9190908670425415 0.08149242401123047 0.0005881347460672259 0.9185048341751099
77 0.08090298622846603 0.0005848523578606546 0.9191068410873413 0.08147682249546051 0.0005885206628590822 0.9185262322425842
78 0.08090276271104813 0.0005851317546330392 0.9190876483917236 0.08145543932914734 0.0005879885284230113 0.9185450077056885
79 0.08088874816894531 0.0005847402499057353 0.9191154837608337 0.08151505142450333 0.0005884768906980753 0.918493926525116
80 0.08090340346097946 0.000585600733757019 0.919079601764679 0.08147284388542175 0.0005879426025785506 0.9185284376144409
81 0.08089568465948105 0.0005848575965501368 0.9191003441810608 0.08146034926176071 0.0005885980208404362 0.9185358285903931
82 0.08089509606361389 0.0005851752357557416 0.9190822243690491 0.08139938116073608 0.0005870002787560225 0.9186047315597534
83 0.08088066428899765 0.0005846840213052928 0.9191141724586487 0.08144846558570862 0.0005884523270651698 0.9185574054718018
84 0.08087874203920364 0.00058483931934461 0.9191145896911621 0.08147981017827988 0.0005883879493921995 0.918522834777832
85 0.08090172708034515 0.0005846833810210228 0.9191112518310547 0.08142804354429245 0.0005879128584638238 0.9185770750045776
86 0.08090512454509735 0.0005854317569173872 0.9190551042556763 0.08143065869808197 0.0005889198509976268 0.918570339679718
87 0.08089713007211685 0.0005846770363859832 0.91911381483078 0.08144598454236984 0.0005875320639461279 0.9185526967048645
88 0.08089606463909149 0.0005852470058016479 0.9190738201141357 0.0814325287938118 0.0005877632647752762 0.9185652732849121
89 0.08089958131313324 0.0005847381544299424 0.9191016554832458 0.08142779022455215 0.0005874342168681324 0.9185771942138672
90 0.08089068531990051 0.000584905908908695 0.9191081523895264 0.08139421790838242 0.0005879300297237933 0.9186099767684937
91 0.0809030830860138 0.0005848363507539034 0.9190934896469116 0.08144426345825195 0.0005878415540792048 0.9185634851455688
92 0.08088405430316925 0.0005846508429385722 0.9191139936447144 0.0814468264579773 0.0005878877709619701 0.9185531735420227
93 0.08086112141609192 0.0005846299463883042 0.9191240072250366 0.08147802203893661 0.0005885327118448913 0.9185250997543335
94 0.08088970929384232 0.000585180998314172 0.919071614742279 0.08144842088222504 0.0005880379467271268 0.918556272983551
95 0.080879807472229 0.0005848775617778301 0.919104814529419 0.08141827583312988 0.0005883813719265163 0.9185898900032043
96 0.08089444041252136 0.0005846601561643183 0.9191117882728577 0.08143725991249084 0.0005873900954611599 0.9185629487037659
97 0.08088786154985428 0.0005851276218891144 0.9190847277641296 0.08139151334762573 0.000587420305237174 0.9186030030250549
98 0.08088839799165726 0.0005849252338521183 0.9190980792045593 0.0814443826675415 0.0005884307320229709 0.9185481071472168
99 0.08088323473930359 0.0005851589376106858 0.9190995693206787 0.08149111270904541 0.000588166294619441 0.9185065627098083
