epoch loss mse_score ssim_score val_loss val_mse_score val_ssim_score
56 0.1339205503463745 0.0013581666862592101 0.8660892248153687 0.13972756266593933 0.0014321155613288283 0.8603123426437378
57 0.1338992714881897 0.0013581239618360996 0.8661033511161804 0.14059390127658844 0.0014445800334215164 0.8593838810920715
58 0.13386277854442596 0.0013572516618296504 0.8661457300186157 0.13965871930122375 0.0014306529192253947 0.8603264689445496
59 0.13385075330734253 0.0013574486365541816 0.8661542534828186 0.14001455903053284 0.0014324699295684695 0.859956681728363
60 0.13381673395633698 0.0013568127760663629 0.866182804107666 0.1407483071088791 0.0014460160164162517 0.8592430353164673
61 0.13381239771842957 0.0013567605055868626 0.8661870956420898 0.13965578377246857 0.001432472956366837 0.8603482246398926
62 0.1337878555059433 0.0013562138192355633 0.866218090057373 0.14039413630962372 0.001438922481611371 0.8595919013023376
63 0.13378466665744781 0.0013563311658799648 0.8662068843841553 0.13942080736160278 0.0014254107372835279 0.8605250120162964
64 0.1337457299232483 0.0013554099714383483 0.866256058216095 0.13862767815589905 0.0014165709726512432 0.8613563776016235
65 0.13375337421894073 0.0013560275547206402 0.8662352561950684 0.13977061212062836 0.001430179108865559 0.8601852059364319
66 0.13374024629592896 0.0013553515309467912 0.8662517070770264 0.13904854655265808 0.001422241097316146 0.8609631061553955
67 0.13371846079826355 0.001355256186798215 0.8662763237953186 0.1387460082769394 0.001417934545315802 0.8612363934516907
68 0.13370604813098907 0.001355073880404234 0.8662866353988647 0.13915976881980896 0.0014209689106792212 0.8608178496360779
69 0.1337195634841919 0.0013553209137171507 0.8662620782852173 0.1429048478603363 0.001479102997109294 0.8570932149887085
70 0.13368891179561615 0.0013543362729251385 0.8663122653961182 0.13909684121608734 0.0014222690369933844 0.8609421253204346
71 0.133692666888237 0.0013544500106945634 0.8663135766983032 0.13945981860160828 0.001426669885404408 0.8605499863624573
72 0.13368019461631775 0.001354407868348062 0.8663176894187927 0.13902737200260162 0.0014196635456755757 0.8609935641288757
73 0.13366608321666718 0.0013536815531551838 0.8663434982299805 0.14076216518878937 0.0014452842297032475 0.8592300415039062
74 0.13365161418914795 0.0013545026304200292 0.8663328289985657 0.13956600427627563 0.0014277183217927814 0.8604387044906616
75 0.13366444408893585 0.0013540370855480433 0.8663491010665894 0.13931700587272644 0.0014242437900975347 0.8606470823287964
76 0.1336430460214615 0.0013535154284909368 0.8663731813430786 0.13983380794525146 0.0014316040324047208 0.860158383846283
77 0.1336670219898224 0.001354185864329338 0.8663280606269836 0.13988831639289856 0.0014325090451166034 0.8601194024085999
78 0.13364210724830627 0.0013537928462028503 0.8663565516471863 0.1405331939458847 0.0014402311062440276 0.8595055341720581
79 0.13365072011947632 0.0013536409242078662 0.8663496971130371 0.1395796537399292 0.0014281412586569786 0.860378623008728
80 0.13365299999713898 0.0013545022811740637 0.8663327097892761 0.13991841673851013 0.001433577504940331 0.860111653804779
81 0.13364018499851227 0.0013539313804358244 0.8663573265075684 0.1395336091518402 0.001427453476935625 0.8604466915130615
82 0.13364289700984955 0.001353694824501872 0.8663666248321533 0.1392170786857605 0.0014232408720999956 0.8607926368713379
83 0.13363446295261383 0.0013540160143747926 0.8663612008094788 0.14024153351783752 0.0014387486735358834 0.8597760200500488
84 0.1336452215909958 0.0013539220672100782 0.8663480877876282 0.13916802406311035 0.0014212792739272118 0.8608329892158508
85 0.133665531873703 0.0013540135696530342 0.866326093673706 0.13970358669757843 0.0014301748014986515 0.8602719902992249
86 0.1336461901664734 0.001353441271930933 0.866360068321228 0.1398472636938095 0.0014309549005702138 0.8601693511009216
87 0.13364849984645844 0.0013543121749535203 0.8663318157196045 0.13996119797229767 0.0014365011593326926 0.8600487112998962
